Card ID,Card Name,Card URL,Card Description,Labels,Members,Due Date,Attachment Count,Attachment Links,Checklist Item Total Count,Checklist Item Completed Count,Vote Count,Comment Count,Last Activity Date,List ID,List Name,Board ID,Board Name,Archived,Start Date,Due Complete
66d5300f4ba2899f4493c630,Create alternate API stages for demo/UI testing,https://trello.com/c/46yWZQ91/105-create-alternate-api-stages-for-demo-ui-testing,,Feature (blue),,,0,,0,0,0,0,2025-01-19T01:22:36.400Z,62758eeb77646e1dc23531fe,Backlog,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
667355f911e269f2475369ce,Add SES response pipeline (track and handle bounce/complaints),https://trello.com/c/cdOFlGDz/101-add-ses-response-pipeline-track-and-handle-bounce-complaints,,"Feature (blue), Requirement for enabling Bulk/VIP (orange)",,,0,,0,0,0,1,2024-09-02T03:32:46.581Z,62758eeb77646e1dc23531fe,Backlog,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
637c4880d6ebe8024758c75e,Create API/UI for unsubscribe capabilities,https://trello.com/c/Y06KWk5P/57-create-api-ui-for-unsubscribe-capabilities,"Function already exists, just need to set up API and add that page to invite email","Feature (blue), Requirement for enabling Bulk/VIP (orange)",,,0,,0,0,0,0,2024-09-02T03:32:53.290Z,62758eeb77646e1dc23531fe,Backlog,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
6302aeeee422726130bcc190,Fix iCloud/bounce email origin extraction,https://trello.com/c/RfagoTsu/42-fix-icloud-bounce-email-origin-extraction,,Bug Fix (purple_light),,,0,,0,0,0,0,2024-08-25T01:22:25.453Z,62758eeb77646e1dc23531fe,Backlog,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
637060158b26c8040e3a684a,Build packaging solution for Marketplace,https://trello.com/c/kBMmEjAy/46-build-packaging-solution-for-marketplace,,"Feature (blue), Priority - MEDIUM (yellow)",,,0,,0,0,0,0,2024-08-25T01:21:51.427Z,62758eeb77646e1dc23531fe,Backlog,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
673e989997af2a5fc29bf9f8,Convert from CodeCommit SES email templates,https://trello.com/c/e6DhsBaQ/109-convert-from-codecommit-ses-email-templates,Convert applications to use locally sourced (packaged with app) or SES sourced (launched from pacakged-solution) email templates,,,,0,,5,5,0,1,2024-12-15T21:16:34.452Z,62758f058c7fea497eb221d9,Done,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
66cb9ac9cc1be0a24aa857d7,Add documentation for cicd flow,https://trello.com/c/vMZxZiwA/104-add-documentation-for-cicd-flow,,,,,0,,0,0,0,0,2024-11-21T02:16:55.073Z,62758f058c7fea497eb221d9,Done,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
667336dcdfeca878b50011d5,Fix Google cal invite,https://trello.com/c/eVTXH0GX/100-fix-google-cal-invite,,"Bug Fix (purple_light), Priority - HIGH (red)",,,0,,0,0,0,0,2024-11-21T02:16:44.362Z,62758f058c7fea497eb221d9,Done,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
63b3b68f963e55027962881a,Add Dashboard (optional) to packaged template,https://trello.com/c/J2U8oYzr/60-add-dashboard-optional-to-packaged-template,,,,,0,,4,4,0,0,2024-06-19T19:36:29.731Z,62758f058c7fea497eb221d9,Done,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
6518cc04288b3e734c77e5cf,Add SES account receipt within a new/custom domain - w/option to request production access,https://trello.com/c/En7ROe9Y/62-add-ses-account-receipt-within-a-new-custom-domain-w-option-to-request-production-access,,,,,0,,7,7,0,0,2024-06-19T19:34:35.079Z,62758f058c7fea497eb221d9,Done,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
63e72fb5982587b3d0b12cd7,Test Event Management Pipeline,https://trello.com/c/VR2dJH0l/61-test-event-management-pipeline,Test in Dev and Staging. Will need to set up a domain to use.,,"ericabrauer1, jeanneret1",,0,,5,5,0,2,2023-10-01T01:30:42.377Z,62758f058c7fea497eb221d9,Done,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
637044f412622106074d18e8,Create Internal OU/Accounts in calendarsnack AWS (original 31events account),https://trello.com/c/9H1lKYsd/43-create-internal-ou-accounts-in-calendarsnack-aws-original-31events-account,,,,,0,,3,3,0,0,2022-11-13T03:06:48.560Z,62758f058c7fea497eb221d9,Done,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
627593cd58ac20862ee431b4,Cutover to SAM App - get_new_event_invite_from_api,https://trello.com/c/It0Z14ED/25-cutover-to-sam-app-getneweventinvitefromapi,,,,,0,,13,13,0,0,2022-05-30T04:28:18.858Z,62758f058c7fea497eb221d9,Done,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
627591bfc6617a5decb338ac,SAM App - create_new_event_record,https://trello.com/c/VcJt0Sql/6-sam-app-createneweventrecord,,,,,0,,10,10,0,0,2022-05-06T23:26:52.714Z,62758f058c7fea497eb221d9,Done,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
62759212f0880921f45184d9,SAM App - get_event_attendee_report,https://trello.com/c/H4lLKpBK/9-sam-app-geteventattendeereport,,,,,0,,10,10,0,0,2022-05-07T02:41:04.581Z,62758f058c7fea497eb221d9,Done,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
62773d1ec91e1656f4156212,"For SAM Apps connected to the API Gateway, I'm getting a 500 error and an explanation that the gateway doesn't have lambda:invoke perms even though it does and the perms look exactly the same as the original. Need to investigate these once we get all apps cutover to SAM apps.",https://trello.com/c/hzcUiUbw/27-for-sam-apps-connected-to-the-api-gateway-im-getting-a-500-error-and-an-explanation-that-the-gateway-doesnt-have-lambdainvoke-pe,,,,,0,,0,0,0,0,2022-05-16T03:13:44.898Z,62758f058c7fea497eb221d9,Done,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
627591ffacd49e56b2df4ac1,SAM App - get_event_attendee_sanitized_list,https://trello.com/c/YL29tW9j/8-sam-app-geteventattendeesanitizedlist,,,,,0,,11,11,0,2,2022-05-23T03:02:33.039Z,62758f058c7fea497eb221d9,Done,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
627591dfc873e13a139f451c,SAM App - get_new_bulk_event_invites_from_email,https://trello.com/c/5YPK3ecT/7-sam-app-getnewbulkeventinvitesfromemail,,,,,0,,10,10,0,0,2022-05-24T04:32:47.001Z,62758f058c7fea497eb221d9,Done,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
627592e66afd25739f5117c2,Cutover to SAM App - get_new_event_reply_from_email,https://trello.com/c/Teohkjlg/11-cutover-to-sam-app-getneweventreplyfromemail,,,,,0,,10,10,0,1,2022-05-29T02:21:49.783Z,62758f058c7fea497eb221d9,Done,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
6292f4731ec78d89263acf79,Troubleshoot issue with SharedLib layers,https://trello.com/c/VraSFcF6/31-troubleshoot-issue-with-sharedlib-layers,,,,,0,,0,0,0,1,2022-05-30T04:12:22.844Z,62758f058c7fea497eb221d9,Done,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
627592f9327d455f46c9c4fd,Cutover to SAM App - get_new_event_request_from_email,https://trello.com/c/Y7q3Bes5/12-cutover-to-sam-app-getneweventrequestfromemail,,,,,0,,12,12,0,0,2022-05-30T06:16:10.170Z,62758f058c7fea497eb221d9,Done,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
6275930689961e501eaa32ac,Cutover to SAM App - get_organizer_events,https://trello.com/c/Zqsk8Zcx/13-cutover-to-sam-app-getorganizerevents,,,,,0,,13,13,0,0,2022-05-30T07:30:28.514Z,62758f058c7fea497eb221d9,Done,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
6294fe64d16e493f3435df7c,Cleanup DynamoDB permission error (extra end-quotation mark throwing off lambda permissions),https://trello.com/c/SywhaohU/34-cleanup-dynamodb-permission-error-extra-end-quotation-mark-throwing-off-lambda-permissions,Also found an issue where I granted organizer permissions to the system api method. ,,,,0,,0,0,0,0,2022-05-30T18:29:36.195Z,62758f058c7fea497eb221d9,Done,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
627593111e941f49fe00b1c7,Cutover to SAM App - get_system_events,https://trello.com/c/ONg9QAnv/14-cutover-to-sam-app-getsystemevents,,,,,0,,13,13,0,0,2022-05-30T18:30:04.884Z,62758f058c7fea497eb221d9,Done,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
6275931cefaed672af98a7a6,Cutover to SAM App - notifiy_organizer_of_event_limit_reached,https://trello.com/c/4qzaVjfh/15-cutover-to-sam-app-notifiyorganizerofeventlimitreached,,,,,0,,12,12,0,0,2022-05-30T19:34:11.975Z,62758f058c7fea497eb221d9,Done,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
62759330b9cec762ffc4c8f0,Cutover to SAM App - notify_organizer_of_failed_event_create,https://trello.com/c/giwtqIb2/16-cutover-to-sam-app-notifyorganizeroffailedeventcreate,,,,,0,,12,12,0,0,2022-05-30T21:03:26.423Z,62758f058c7fea497eb221d9,Done,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
62759341ee6bf21d8d0291db,Cutover to SAM App - notify_organizer_of_successful_enrollment,https://trello.com/c/IgXVHZ2b/17-cutover-to-sam-app-notifyorganizerofsuccessfulenrollment,,,,,0,,12,12,0,0,2022-05-30T21:29:09.439Z,62758f058c7fea497eb221d9,Done,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
62759351cf797c62b16e2be1,Cutover to SAM App - notify_organizer_of_successful_event_create,https://trello.com/c/C7u2iXv3/18-cutover-to-sam-app-notifyorganizerofsuccessfuleventcreate,,,,,0,,12,12,0,0,2022-05-30T21:56:08.244Z,62758f058c7fea497eb221d9,Done,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
6275935eb152874957de957f,Cutover to SAM App - process_shopify_order,https://trello.com/c/8X30JOPd/19-cutover-to-sam-app-processshopifyorder,,,,,0,,13,13,0,0,2022-05-30T22:52:15.343Z,62758f058c7fea497eb221d9,Done,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
6275936bab8d597e222be7c4,Cutover to SAM App - send_bulk_event_invite,https://trello.com/c/tpYMg18I/20-cutover-to-sam-app-sendbulkeventinvite,,,,,0,,12,12,0,0,2022-05-30T23:36:11.636Z,62758f058c7fea497eb221d9,Done,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
62759486f3e4dd1de43976a7,Cutover to SAM App - send_event_cancellation,https://trello.com/c/lCELwM77/26-cutover-to-sam-app-sendeventcancellation,,,,,0,,12,12,0,0,2022-05-31T00:19:07.174Z,62758f058c7fea497eb221d9,Done,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
62956dbc39fff819064d873e,"Hit a snag with too many GitHub WebHooks, instead of extending them, we'll consolidate all publish-release stacks into a single code build job. This should conserve resources without really causing much loss in decoupling",https://trello.com/c/ylwaNuNm/35-hit-a-snag-with-too-many-github-webhooks-instead-of-extending-them-well-consolidate-all-publish-release-stacks-into-a-single-cod,,,,,0,,0,0,0,2,2022-05-31T02:18:55.670Z,62758f058c7fea497eb221d9,Done,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
62759374fbfa284410099ba2,Cutover to SAM App - send_event_invite,https://trello.com/c/ptqivxh5/21-cutover-to-sam-app-sendeventinvite,,,,,0,,12,12,0,0,2022-05-31T02:25:38.829Z,62758f058c7fea497eb221d9,Done,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
6275938292530c8cdf77cb7b,Cutover to SAM App - stage_attendees_for_cancelled_event,https://trello.com/c/scXZCVIe/22-cutover-to-sam-app-stageattendeesforcancelledevent,,,,,0,,12,12,0,0,2022-05-31T04:17:31.654Z,62758f058c7fea497eb221d9,Done,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
62759395b1630d37eab804cf,Cutover to SAM App - update_event_attendee_record,https://trello.com/c/1b9kdv7M/23-cutover-to-sam-app-updateeventattendeerecord,,,,,0,,12,12,0,0,2022-05-31T05:41:25.828Z,62758f058c7fea497eb221d9,Done,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
627593a2e4798410d5bf356b,Cutover to SAM App - verify_new_event_invite_request,https://trello.com/c/aqvRBxBq/24-cutover-to-sam-app-verifyneweventinviterequest,,,,,0,,12,12,0,0,2022-05-31T05:47:54.197Z,62758f058c7fea497eb221d9,Done,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
6295ac5e4ae9883de5e37dac,Add logic for update-event app,https://trello.com/c/R5QzGfF0/37-add-logic-for-update-event-app,,,"ericabrauer1, jeanneret1",,0,,0,0,0,1,2022-08-21T21:06:28.698Z,62758f058c7fea497eb221d9,Done,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
6370452330e2e30092fdfd1f,Restructure repos,https://trello.com/c/4qRs5aZ2/45-restructure-repos,,,,,0,,6,6,0,4,2022-12-18T06:33:55.931Z,62758f058c7fea497eb221d9,Done,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
63029e942671625e7284594f,"Package infra and SAM apps repos into consolidated, standalone solution",https://trello.com/c/l46WZ7Ca/39-package-infra-and-sam-apps-repos-into-consolidated-standalone-solution,"Prepare to test standalone deployment of calendarsnack in a new environment. 

Eventual use cases 
- customer purhcase their own OU or external env and deploy with service catalog
- create custom solutions for customer requirements",,"ericabrauer1, jeanneret1",,0,,7,7,0,9,2023-02-11T06:03:16.522Z,62758f058c7fea497eb221d9,Done,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
6673334d53438b6d72a7717f,Cutover prod to new pipeline,https://trello.com/c/3DQGEieS/99-cutover-prod-to-new-pipeline,,Priority - HIGH (red),"ericabrauer1, greghanchin, jeanneret1",2024-07-01T05:00:00.000Z,1,https://trello.com/1/cards/6673334d53438b6d72a7717f/attachments/667525849d149537e6a76614/download/image.png,7,7,0,12,2024-09-02T03:23:37.532Z,62758f058c7fea497eb221d9,Done,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
637c47c0720bc40404d31826,API response data cleanup,https://trello.com/c/rGmydtPr/56-api-response-data-cleanup,,Refactor (sky),,,0,,0,0,0,0,2024-09-02T03:33:28.624Z,62758f058c7fea497eb221d9,Done,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
677328ec37747c4e1ee0dc8d,Add customer self generated api keys to the stack. By organizer for developer access by domain.,https://trello.com/c/WeEktbHh/113-add-customer-self-generated-api-keys-to-the-stack-by-organizer-for-developer-access-by-domain,,,,,1,https://trello.com/1/cards/677328ec37747c4e1ee0dc8d/attachments/678410bc1ed52f47f5459189/download/image.png,0,0,0,1,2025-01-12T18:59:23.782Z,62758f058c7fea497eb221d9,Done,62758edd94b1ff88e01b4a74,CalendarSnack,false,,false
